ed,nta,nta22,nta18,votes22,voters22,dem,rep,t22,pct_dem,pct_rep,margin
23212,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,401.1533945714483,56.506267691063485,5953,,1972,5970,,33.12615487989249,100.28557030068873,-67.15941542079625
23220,Jamaica Bay (East),inf,0.0,4585,,2029,4106,,44.25299890948746,89.55288985823337,-45.29989094874591
23221,Jamaica Bay (East),inf,0.0,3490,,1262,77,,36.16045845272206,2.206303724928367,33.95415472779369
23223,Jamaica Bay (East),inf,0.0,3325,,360,1302,,10.827067669172932,39.1578947368421,-28.33082706766917
23234,Far Rockaway-Bayswater,412.0482809070959,38.819413727934375,5613,,5218,3156,,92.96276500979869,56.226616782469264,36.73614822732942
23237,John F. Kennedy International Airport,110602.43902439025,38.41754051477598,1067,,7738,1053,,725.2108716026241,98.6879100281162,626.5229615745079
23238,Jamaica Bay (East),inf,0.0,175,,2202,1190,,1258.2857142857142,680.0,578.2857142857142
23239,Jamaica Bay (East),inf,0.0,3617,,4015,3454,,111.00359413878905,95.49350290295826,15.5100912358308
23240,Jamaica Bay (East),inf,0.0,275,,1773,1004,,644.7272727272727,365.09090909090907,279.6363636363637
23241,Jamaica Bay (East),inf,0.0,406,,6559,1702,,1615.5172413793102,419.2118226600985,1196.3054187192117
23242,Howard Beach-Lindenwood,477.1079484425349,48.26885290331323,4367,,5680,2934,,130.06640714449279,67.18571101442637,62.88069613006641
24001,South Ozone Park,500.19097396723294,32.545511777975975,9481,602.0,7173,4811,1574.9169435215947,75.65657631051577,50.743592448054,24.912983862461772
24002,South Ozone Park,500.19097396723294,32.545511777975975,9534,655.0,7484,3509,1455.5725190839694,78.49800713236837,36.8051185231802,41.692888609188174
24003,South Ozone Park,500.19097396723294,32.545511777975975,1236,1524.0,1029,5287,81.10236220472441,83.25242718446601,427.75080906148867,-344.49838187702267
24004,South Ozone Park,500.19097396723294,32.545511777975975,1929,1314.0,2224,3635,146.80365296803652,115.2928978745464,188.43960601347848,-73.14670813893208
24005,South Ozone Park,500.19097396723294,32.545511777975975,9596,1150.0,3296,113,834.4347826086956,34.34764485202167,1.1775739891621508,33.170070862859525
24006,South Ozone Park,500.19097396723294,32.545511777975975,9397,1699.0,6300,5049,553.0900529723366,67.04267319357241,53.72991380227732,13.312759391295089
24007,South Ozone Park,500.19097396723294,32.545511777975975,4994,1566.0,3824,5917,318.90166028097065,76.57188626351622,118.4821786143372,-41.91029235082098
24008,South Richmond Hill,683.6611069620778,29.89572371567971,1621,1172.0,7840,4316,138.31058020477815,483.6520666255398,266.2553979025293,217.39666872301052
24009,South Ozone Park,500.19097396723294,32.545511777975975,8213,1594.0,1132,123,515.2446675031368,13.7830269085596,1.497625715329356,12.285401193230244
24010,South Ozone Park,500.19097396723294,32.545511777975975,7664,268.0,5422,431,2859.7014925373132,70.7463465553236,5.6236951983298535,65.12265135699374
24011,South Ozone Park,500.19097396723294,32.545511777975975,3735,1597.0,6129,325,233.87601753287416,164.09638554216866,8.701472556894243,155.39491298527443
24012,South Richmond Hill,683.6611069620778,29.89572371567971,5908,935.0,3473,2445,631.8716577540107,58.78469871360867,41.38456330399458,17.400135409614087
24013,South Richmond Hill,683.6611069620778,29.89572371567971,8198,1291.0,3793,318,635.0116189000775,46.26738228836302,3.8789948767992195,42.3883874115638
24014,South Richmond Hill,683.6611069620778,29.89572371567971,8171,1554.0,4585,2366,525.8043758043758,56.11308285399584,28.956064129237546,27.157018724758295
24015,South Richmond Hill,683.6611069620778,29.89572371567971,7161,1230.0,3358,424,582.1951219512196,46.892892054182376,5.920960759670437,40.97193129451194
24016,South Richmond Hill,683.6611069620778,29.89572371567971,7930,91.0,5601,674,8714.285714285714,70.63051702395964,8.499369482976041,62.1311475409836
24017,Jamaica,618.4198018353991,37.93066205853764,6164,225.0,3838,5854,2739.5555555555557,62.26476314081765,94.97079818299805,-32.7060350421804
24018,Richmond Hill,552.9172977885489,35.360419397116644,6588,852.0,2409,2358,773.2394366197183,36.56648451730419,35.79234972677595,0.7741347905282367
24019,Richmond Hill,552.9172977885489,35.360419397116644,7322,1425.0,961,2387,513.8245614035088,13.124829281617044,32.60038240917782,-19.475553127560772
24020,Richmond Hill,552.9172977885489,35.360419397116644,2527,1572.0,2218,3498,160.75063613231552,87.77206173328057,138.42500989315394,-50.652948159873375
24021,Richmond Hill,552.9172977885489,35.360419397116644,6255,817.0,4166,3482,765.6058751529987,66.6027178257394,55.66746602717826,10.935251798561147
24022,Oakland Gardens-Hollis Hills,446.8992248062016,47.929466209207696,6406,162.0,5573,58,3954.320987654321,86.99656571963784,0.9054011863877615,86.09116453325008
24023,Jamaica,618.4198018353991,37.93066205853764,2679,2.0,1759,3864,133950.0,65.65882792086599,144.23292273236282,-78.57409481149683
24024,Richmond Hill,552.9172977885489,35.360419397116644,5709,1228.0,1594,578,464.9022801302932,27.9208267647574,10.124365037659835,17.796461727097565
24025,Richmond Hill,552.9172977885489,35.360419397116644,7395,503.0,5705,3440,1470.178926441352,77.14672075726843,46.517917511832316,30.62880324543611
24026,Richmond Hill,552.9172977885489,35.360419397116644,4932,1000.0,7976,1546,493.20000000000005,161.71938361719384,31.346309813463098,130.37307380373073
24027,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,7891,587.0,4481,5820,1344.2930153321977,56.78621214041313,73.75491065771132,-16.968698517298193
24028,Kew Gardens,515.6621106878781,47.16072399596054,7650,604.0,7549,1313,1266.5562913907286,98.6797385620915,17.163398692810457,81.51633986928104
24029,Richmond Hill,552.9172977885489,35.360419397116644,8784,1422.0,2169,148,617.7215189873418,24.692622950819672,1.6848816029143898,23.00774134790528
24030,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,4143,960.0,4372,3354,431.5625,105.52739560704804,80.95582910934105,24.571566497706982
24031,Kew Gardens,515.6621106878781,47.16072399596054,2595,1507.0,7713,1940,172.19641672196417,297.22543352601156,74.75915221579962,222.46628131021194
24032,Richmond Hill,552.9172977885489,35.360419397116644,8252,1507.0,4342,4785,547.5779694757797,52.61754726127,57.98594280174503,-5.368395540475035
24033,Jamaica Estates-Holliswood,398.89585198448225,47.98036995092488,2875,43.0,1862,403,6686.046511627907,64.76521739130435,14.017391304347827,50.74782608695652
24034,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,2515,113.0,2635,3097,2225.6637168141597,104.77137176938369,123.14115308151094,-18.369781312127245
24035,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,5127,647.0,633,5428,792.4265842349304,12.346401404330017,105.87087965671932,-93.52447825238932
24036,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,5566,1749.0,36,1256,318.23899371069183,0.6467840459935321,22.565576715774345,-21.918792669780814
24037,Jamaica,618.4198018353991,37.93066205853764,8712,889.0,4175,5508,979.9775028121484,47.92240587695133,63.22314049586777,-15.300734618916437
24038,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,5533,1664.0,346,3115,332.5120192307692,6.253388758358938,56.298572203144765,-50.04518344478583
24039,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,6859,1292.0,4801,634,530.8823529411765,69.99562618457502,9.243329931476891,60.75229625309812
24040,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,1162,782.0,1474,4721,148.5933503836317,126.85025817555938,406.28227194492257,-279.4320137693632
24041,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,6802,945.0,2855,5281,719.7883597883598,41.97294913260806,77.63892972655101,-35.665980593942955
24042,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,5596,585.0,4744,2323,956.5811965811965,84.77483917083632,41.51179413867048,43.263045032165834
24043,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,3110,1443.0,1177,4570,215.52321552321553,37.845659163987136,146.94533762057878,-109.09967845659165
24044,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,9365,773.0,7565,593,1211.5135834411385,80.77949813134009,6.3320875600640685,74.44741057127602
24045,Jamaica Estates-Holliswood,398.89585198448225,47.98036995092488,3309,233.0,7550,3340,1420.1716738197424,228.1656089453007,100.93683892414627,127.22877002115443
24047,Jamaica Estates-Holliswood,398.89585198448225,47.98036995092488,4973,1495.0,3662,1934,332.6421404682274,73.63764327367787,38.89000603257591,34.747637241101955
24048,Jamaica Estates-Holliswood,398.89585198448225,47.98036995092488,6590,493.0,5208,3482,1336.7139959432047,79.0288315629742,52.83763277693475,26.191198786039458
24049,Jamaica Estates-Holliswood,398.89585198448225,47.98036995092488,3949,1783.0,6363,826,221.4806505888951,161.1293998480628,20.916687769055457,140.21271207900736
24050,Jamaica Estates-Holliswood,398.89585198448225,47.98036995092488,6230,516.0,2953,5604,1207.3643410852712,47.39967897271268,89.9518459069021,-42.552166934189415
24051,Jamaica Estates-Holliswood,398.89585198448225,47.98036995092488,1362,1667.0,7708,2042,81.70365926814637,565.9324522760646,149.9265785609398,416.00587371512484
24052,Jamaica Estates-Holliswood,398.89585198448225,47.98036995092488,5458,1706.0,5852,5135,319.9296600234467,107.21876145108098,94.08208134847929,13.136680102601687
24053,Jamaica Estates-Holliswood,398.89585198448225,47.98036995092488,3827,1746.0,6336,5748,219.18671248568157,165.5604912464071,150.1959759602822,15.364515286124913
24054,Jamaica Estates-Holliswood,398.89585198448225,47.98036995092488,1706,296.0,5942,1002,576.3513513513514,348.30011723329426,58.73388042203986,289.5662368112544
24055,Queens Village,567.0935900929543,43.87088825920907,3155,1065.0,6577,2509,296.24413145539904,208.46275752773374,79.52456418383518,128.93819334389855
24056,Bellerose,615.1793062904173,43.875768359754126,9878,1260.0,158,2267,783.968253968254,1.599514071674428,22.949989876493216,-21.35047580481879
24057,Bellerose,615.1793062904173,43.875768359754126,5143,1037.0,4728,3446,495.94985535197685,91.93077970056387,67.00369434182385,24.92708535874003
24058,Cunningham Park,1667.6517571884983,46.80504680504681,7565,1252.0,5634,4640,604.2332268370607,74.47455386649041,61.33509583608724,13.13945803040317
24059,Oakland Gardens-Hollis Hills,446.8992248062016,47.929466209207696,1966,1166.0,1507,5177,168.6106346483705,76.65310274669379,263.3265513733469,-186.6734486266531
24060,Oakland Gardens-Hollis Hills,446.8992248062016,47.929466209207696,9697,1750.0,29,5327,554.1142857142856,0.29906156543260803,54.93451582963803,-54.63545426420542
24061,Oakland Gardens-Hollis Hills,446.8992248062016,47.929466209207696,2390,1631.0,5467,1163,146.53586756591048,228.744769874477,48.66108786610879,180.0836820083682
24062,Oakland Gardens-Hollis Hills,446.8992248062016,47.929466209207696,8563,1605.0,4455,1164,533.5202492211838,52.02615905640547,13.593366810697185,38.432792245708285
24063,Oakland Gardens-Hollis Hills,446.8992248062016,47.929466209207696,6316,725.0,4578,161,871.1724137931034,72.48258391386953,2.5490816972767574,69.93350221659277
24064,Oakland Gardens-Hollis Hills,446.8992248062016,47.929466209207696,2156,1507.0,3560,1943,143.06569343065695,165.12059369202225,90.12059369202227,74.99999999999999
24065,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,174,1644.0,5389,4412,10.583941605839415,3097.1264367816093,2535.632183908046,561.4942528735633
24200,Jamaica,618.4198018353991,37.93066205853764,7481,,2236,1103,,29.889052265739874,14.744018179387782,15.145034086352092
24201,Cunningham Park,1667.6517571884983,46.80504680504681,6313,,1249,3047,,19.784571519087596,48.26548392206558,-28.48091240297798
24202,Queens Village,567.0935900929543,43.87088825920907,6933,,6721,5568,,96.94216068080196,80.31155344006923,16.63060724073273
24203,Queens Village,567.0935900929543,43.87088825920907,9088,,7121,1200,,78.35607394366197,13.204225352112676,65.1518485915493
24204,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,4735,,4596,2586,,97.06441393875396,54.614572333685324,42.449841605068634
24205,Bellerose,615.1793062904173,43.875768359754126,5995,,5628,438,,93.87823185988323,7.306088407005838,86.57214345287738
25001,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,9393,1753.0,5877,2787,535.8243011979464,62.567869690194826,29.67103161929096,32.89683807090387
25002,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,8676,1467.0,5009,3335,591.4110429447852,57.733978792070076,38.43937298294145,19.294605809128626
25003,Jamaica Hills-Briarwood,716.5759104760954,39.63325692852678,1056,428.0,5198,2348,246.7289719626168,492.2348484848485,222.34848484848484,269.8863636363636
25004,Pomonok-Electchester-Hillcrest,481.63286211841836,40.247519105737425,1916,727.0,3055,4769,263.54883081155435,159.44676409185803,248.90396659707724,-89.45720250521921
25005,Kew Gardens Hills,348.9467969598263,37.86891293654697,6795,1515.0,6532,1466,448.51485148514854,96.12950699043414,21.57468727005151,74.55481972038262
25006,Pomonok-Electchester-Hillcrest,481.63286211841836,40.247519105737425,6336,1123.0,6309,678,564.2030276046304,99.57386363636364,10.700757575757576,88.87310606060606
25007,Pomonok-Electchester-Hillcrest,481.63286211841836,40.247519105737425,8260,189.0,6776,1000,4370.37037037037,82.03389830508475,12.106537530266344,69.9273607748184
25008,Pomonok-Electchester-Hillcrest,481.63286211841836,40.247519105737425,2093,134.0,4123,4862,1561.9402985074628,196.98996655518394,232.29813664596273,-35.30817009077879
25009,Pomonok-Electchester-Hillcrest,481.63286211841836,40.247519105737425,2849,1590.0,2433,4428,179.1823899371069,85.3983853983854,155.42295542295543,-70.02457002457002
25010,Pomonok-Electchester-Hillcrest,481.63286211841836,40.247519105737425,5434,58.0,601,1366,9368.965517241379,11.059992638940008,25.138019874861982,-14.078027235921974
25011,Pomonok-Electchester-Hillcrest,481.63286211841836,40.247519105737425,5806,1164.0,768,5798,498.79725085910655,13.2276954874268,99.8622115053393,-86.6345160179125
25012,Fresh Meadows-Utopia,513.7315326747031,43.82361824222289,5895,1579.0,7887,2012,373.3375554148195,133.7913486005089,34.130619168787106,99.6607294317218
25013,Fresh Meadows-Utopia,513.7315326747031,43.82361824222289,1122,1646.0,7655,2434,68.16524908869988,682.2638146167558,216.93404634581105,465.3297682709447
25014,Fresh Meadows-Utopia,513.7315326747031,43.82361824222289,3182,1669.0,5423,4736,190.65308568004792,170.42740414833438,148.8372093023256,21.590194846008785
25015,Pomonok-Electchester-Hillcrest,481.63286211841836,40.247519105737425,182,1291.0,3592,5660,14.097598760650659,1973.6263736263736,3109.8901098901097,-1136.263736263736
25016,Pomonok-Electchester-Hillcrest,481.63286211841836,40.247519105737425,8316,1406.0,473,4176,591.4651493598863,5.6878306878306875,50.21645021645022,-44.52861952861953
25017,Fresh Meadows-Utopia,513.7315326747031,43.82361824222289,9133,1573.0,7031,2792,580.610298792117,76.984561480346,30.57045877586773,46.41410270447827
25018,Fresh Meadows-Utopia,513.7315326747031,43.82361824222289,6538,1490.0,5544,506,438.79194630872485,84.79657387580299,7.739369837870909,77.05720403793208
25019,Fresh Meadows-Utopia,513.7315326747031,43.82361824222289,5757,1564.0,4927,4115,368.0946291560102,85.5827688031961,71.4782004516241,14.104568351571999
25020,Fresh Meadows-Utopia,513.7315326747031,43.82361824222289,5751,1512.0,3139,2114,380.35714285714283,54.581811858807164,36.75882455225178,17.822987306555383
25021,Oakland Gardens-Hollis Hills,446.8992248062016,47.929466209207696,4991,754.0,5616,647,661.9363395225464,112.52254057303146,12.963334001202163,99.5592065718293
25022,Oakland Gardens-Hollis Hills,446.8992248062016,47.929466209207696,6169,1893.0,6345,3,325.88483888008454,102.8529745501702,0.048630248014264875,102.80434430215594
25023,Oakland Gardens-Hollis Hills,446.8992248062016,47.929466209207696,5537,933.0,2245,3952,593.4619506966774,40.54542170850641,71.37439046415027,-30.828968755643857
25024,Bayside,505.7853672898572,44.788376500315856,1699,1085.0,6381,401,156.58986175115209,375.57386698057684,23.602118893466745,351.9717480871101
25025,Bayside,505.7853672898572,44.788376500315856,3738,1607.0,3911,84,232.6073428749222,104.62814339218833,2.247191011235955,102.38095238095238
25026,Bayside,505.7853672898572,44.788376500315856,1854,1647.0,2017,5516,112.56830601092895,108.7918015102481,297.5188781014024,-188.7270765911543
25027,Bayside,505.7853672898572,44.788376500315856,6503,1749.0,254,2444,371.81246426529447,3.9058895894202674,37.582654159618635,-33.676764570198365
25028,Bayside,505.7853672898572,44.788376500315856,819,1275.0,5464,4971,64.23529411764706,667.1550671550672,606.959706959707,60.195360195360195
25029,Auburndale,340.78167115902966,43.098176876910884,5757,1583.0,2799,5695,363.67656348704986,48.61907243355915,98.92305019975682,-50.30397776619767
25030,Auburndale,340.78167115902966,43.098176876910884,719,1539.0,2466,1960,46.718648473034435,342.97635605006957,272.6008344923505,70.37552155771908
25031,Auburndale,340.78167115902966,43.098176876910884,6956,1474.0,1896,4838,471.9131614654002,27.257044278320873,69.551466359977,-42.29442208165612
25032,Auburndale,340.78167115902966,43.098176876910884,1396,1261.0,3340,3556,110.70578905630452,239.25501432664757,254.72779369627509,-15.472779369627517
25033,East Flushing,310.460479597968,34.850420168067224,4141,1479.0,7074,1954,279.9864773495605,170.82830234242937,47.186669886500844,123.64163245592852
25034,Auburndale,340.78167115902966,43.098176876910884,5509,1542.0,3413,1786,357.2632944228275,61.953167544018875,32.41967689235796,29.533490651660912
